username,location,tweetcreatedts,retweetcount,text,hashtags
MarcusPun,Omaha Beach D-Day,2021-01-30 17:03:59,0,"23 new mutations in the U.K. #COVID  #variant, known as B.1.1.7. (#B117 or #b117)  ""is 70 percent more transmissible than the original virus.”    How Worried Should You Be About the New Coronavirus  Variant? https://t.co/6F3uGN5e3L","[{'text': 'COVID', 'indices': [29, 35]}, {'text': 'variant', 'indices': [37, 45]}, {'text': 'B117', 'indices': [66, 71]}, {'text': 'b117', 'indices': [75, 80]}]"
DSniffing,,2021-01-30 17:03:22,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
MartinBodenham,"BC, Canada and UK",2021-01-30 17:01:37,0,@berniespofforth Can someone explain this to me? This sharp decline in Covid cases is in a state that has not mandated lockdowns or face masks. #lockdown #COVID https://t.co/b4Qvksd0B4,"[{'text': 'lockdown', 'indices': [144, 153]}, {'text': 'COVID', 'indices': [154, 160]}]"
SSPAEvents,"Stafford, England",2021-01-30 17:01:16,0,"STAFFORD Gotta Dance 2021 
17th and 19th June - Gatehouse Theatre
- All ages.
 email admin@sspa-events.com or 07793891029
 https://t.co/iiqsKHXdSF 
 #Stafford #Dance #Show #Street #Ballet  #Theatre #MusicalTheatre  #Showcase #Staffordshire #Schools #DanceGroups #2021  #Covid Free https://t.co/zqvaX4Q1Co","[{'text': 'Stafford', 'indices': [149, 158]}, {'text': 'Dance', 'indices': [159, 165]}, {'text': 'Show', 'indices': [166, 171]}, {'text': 'Street', 'indices': [172, 179]}, {'text': 'Ballet', 'indices': [180, 187]}, {'text': 'Theatre', 'indices': [189, 197]}, {'text': 'MusicalTheatre', 'indices': [198, 213]}, {'text': 'Showcase', 'indices': [215, 224]}, {'text': 'Staffordshire', 'indices': [225, 239]}, {'text': 'Schools', 'indices': [240, 248]}, {'text': 'DanceGroups', 'indices': [249, 261]}, {'text': 'Covid', 'indices': [269, 275]}]"
DaughterLiberte,US,2021-01-30 17:01:02,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
BradfordianL,,2021-01-30 16:59:16,4646,"PM takes full responsibility for all decisions Govt have made
We cannot wait 10yrs for public inquiry

I have instructed my lawyers to consider whether anything he did or didn’t do amounts to gross negligence or misconduct in public office &amp; what consequences should follow
#Covid",[]
Estrala3,,2021-01-30 16:59:07,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
MartinBodenham,"BC, Canada and UK",2021-01-30 16:55:37,0,@LPerrins @hughosmond Can someone explain this to me? This sharp decline in Covid cases is in a state that has not mandated lockdowns or face masks. #lockdown #COVID https://t.co/JXQm55rf80,"[{'text': 'lockdown', 'indices': [149, 158]}, {'text': 'COVID', 'indices': [159, 165]}]"
ObodorukuB,"New York, USA",2021-01-30 16:54:47,4,"""My Hero is You"" - download a free book in Juba Arabic, Nuer, Dinka, Bari or English. 

A book developed by children for children to help families cope with #COVID-19.
https://t.co/Q4UAatYQ4y",[]
TechnicalJones,"Washington, D.C.",2021-01-30 16:54:34,0,"THREAD: #Blackwomen are more likely to die in childbirth than white women, regardless of age, socioeconomic status or education. (1/3) #bwhi #bwhiequity #protectblackwomenshealth #protectblackwomen #protectblackmothers #bwhipolicy #healthequity #covid #Blkwomenshealth https://t.co/gJpl8Zrm7L","[{'text': 'Blackwomen', 'indices': [8, 19]}, {'text': 'bwhi', 'indices': [135, 140]}, {'text': 'bwhiequity', 'indices': [141, 152]}, {'text': 'protectblackwomenshealth', 'indices': [153, 178]}, {'text': 'protectblackwomen', 'indices': [179, 197]}, {'text': 'protectblackmothers', 'indices': [198, 218]}, {'text': 'bwhipolicy', 'indices': [219, 230]}, {'text': 'healthequity', 'indices': [231, 244]}, {'text': 'covid', 'indices': [245, 251]}, {'text': 'Blkwomenshealth', 'indices': [252, 268]}]"
IamLeroyJonesJr,"Washington, D.C.",2021-01-30 16:54:03,0,"THREAD: #Blackwomen are more likely to die in childbirth than white women, regardless of age, socioeconomic status or education. (1/3) #bwhi #bwhiequity #protectblackwomenshealth #protectblackwomen #protectblackmothers #bwhipolicy #healthequity #covid #Blkwomenshealth https://t.co/1kEYdHPTbZ","[{'text': 'Blackwomen', 'indices': [8, 19]}, {'text': 'bwhi', 'indices': [135, 140]}, {'text': 'bwhiequity', 'indices': [141, 152]}, {'text': 'protectblackwomenshealth', 'indices': [153, 178]}, {'text': 'protectblackwomen', 'indices': [179, 197]}, {'text': 'protectblackmothers', 'indices': [198, 218]}, {'text': 'bwhipolicy', 'indices': [219, 230]}, {'text': 'healthequity', 'indices': [231, 244]}, {'text': 'covid', 'indices': [245, 251]}, {'text': 'Blkwomenshealth', 'indices': [252, 268]}]"
designduck99,"Dhaka, Bangladesh",2021-01-30 16:52:01,0,"Here is my new work. #brochure  #design
How looks it?
Order: https://t.co/qGKciaQMsd

#magazine #Flyers #marketingdigital #printing #logo #branding #stationary #graphicdesigner #SaturdayThoughts #Ostend2021 #COVID #proposals #ebook #graphics #banner #InDesign #photoshop https://t.co/gsNL6D3Kpb","[{'text': 'brochure', 'indices': [21, 30]}, {'text': 'design', 'indices': [32, 39]}, {'text': 'magazine', 'indices': [86, 95]}, {'text': 'Flyers', 'indices': [96, 103]}, {'text': 'marketingdigital', 'indices': [104, 121]}, {'text': 'printing', 'indices': [122, 131]}, {'text': 'logo', 'indices': [132, 137]}, {'text': 'branding', 'indices': [138, 147]}, {'text': 'stationary', 'indices': [148, 159]}, {'text': 'graphicdesigner', 'indices': [160, 176]}, {'text': 'SaturdayThoughts', 'indices': [177, 194]}, {'text': 'Ostend2021', 'indices': [195, 206]}, {'text': 'COVID', 'indices': [207, 213]}, {'text': 'proposals', 'indices': [214, 224]}, {'text': 'ebook', 'indices': [225, 231]}, {'text': 'graphics', 'indices': [232, 241]}, {'text': 'banner', 'indices': [242, 249]}, {'text': 'InDesign', 'indices': [250, 259]}, {'text': 'photoshop', 'indices': [260, 270]}]"
thejohngass,"London/Surrey borders, UK ",2021-01-30 16:51:54,0,"Professor Devi Sridhar again gives us a clear insight into everything #Covid. This time the school lockdown dilemma, laying out the current data and understanding, as well as her own carefully considered views. If only the PM had even 1% of her scientific or communication skills. https://t.co/UigPPJSVnT","[{'text': 'Covid', 'indices': [70, 76]}]"
soprano_toney,Ireland,2021-01-30 16:50:27,4,"there is still time to get your own @WeirdDarkness Gordo design items ON SALE 35% off.

ALL proceeds from the sales go to organizations that help fight #depression.

so pre-spend a little of your #2KChecks. get some cool #clothes... or sport a new #covid mask. 

everyone wins! https://t.co/iwk4694zC7",[]
DougYoung2009,,2021-01-30 16:48:36,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
steelergas,,2021-01-30 16:48:35,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
ravinsrod,,2021-01-30 16:48:02,3,@pritipatel I'll tell you what is deeply offending to many taxpayers. It's placing migrants into #Covid cesspits. It's plastic patriotism and bullies that offends taxpayers. It's people we pay who should have resigned or been sacked a long time ago. Just go. Take Britain back from Bigots.,"[{'text': 'Covid', 'indices': [111, 117]}]"
monkey449,"Tysons Corner, VA",2021-01-30 16:47:39,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
MarletRoy,"Canton, GA",2021-01-30 16:47:30,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
MyVho,California USA ,2021-01-30 16:47:25,0,"Lake Tahoe or Monterey  Vacation. ! https://t.co/jNyERwDQtM save 5 percent  enter code rg5 ! #carmel #monterey #beach #vacationrentals #southlaketahoe
#propertymanagement#pebblebeach#laketahoe#covid 19 #winter #ski #snowboard #snow #fish #golf #vacation #covid cleaned https://t.co/tdxqbc4aPM","[{'text': 'carmel', 'indices': [93, 100]}, {'text': 'monterey', 'indices': [101, 110]}, {'text': 'beach', 'indices': [111, 117]}, {'text': 'vacationrentals', 'indices': [118, 134]}, {'text': 'southlaketahoe', 'indices': [135, 150]}, {'text': 'winter', 'indices': [202, 209]}, {'text': 'ski', 'indices': [210, 214]}, {'text': 'snowboard', 'indices': [215, 225]}, {'text': 'snow', 'indices': [226, 231]}, {'text': 'fish', 'indices': [232, 237]}, {'text': 'golf', 'indices': [238, 243]}, {'text': 'vacation', 'indices': [244, 253]}, {'text': 'covid', 'indices': [254, 260]}]"
always_shiplove,,2021-01-30 16:45:53,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
FlorenceSSG,"London, England",2021-01-30 16:45:37,1,"@devisridhar ""Researchers have found elevated levels of a biomarker related to blood vessel damage in children with a #COVID19 infection, even if they had minimal or no symptoms.""
#schoolsreopening #schools #coronavirus #COVID #MakeSchoolsSafe #CovidUK #LongCovidKids
https://t.co/9s1tMTRHRA","[{'text': 'COVID19', 'indices': [118, 126]}, {'text': 'schoolsreopening', 'indices': [180, 197]}, {'text': 'schools', 'indices': [198, 206]}, {'text': 'coronavirus', 'indices': [207, 219]}, {'text': 'COVID', 'indices': [220, 226]}, {'text': 'MakeSchoolsSafe', 'indices': [227, 243]}, {'text': 'CovidUK', 'indices': [244, 252]}, {'text': 'LongCovidKids', 'indices': [253, 267]}]"
Return2Sanity2,The world,2021-01-30 16:45:06,0,@GOPLeader @FoxNews @WSJ Why does the GOP spend endless amounts of money for the military but is willing to short-change Americans desperately hurting from COVID-19? Does the GOP represent your interests or their own? Remember that when you go to the polls. #CovidVaccine #COVID,"[{'text': 'CovidVaccine', 'indices': [258, 271]}, {'text': 'COVID', 'indices': [272, 278]}]"
FacultyVp,A state non-supported Uni,2021-01-30 16:42:12,0,"""My Analytics"" insight praises me for my 10 quiet days (""protected from quiet hour disruptions"") last month. That's what happens when you get #COVID and can't concentrate well enough to login. Likely not the type of #Wellbeing or #WorkLifeBalance the program is trying to promote.","[{'text': 'COVID', 'indices': [142, 148]}, {'text': 'Wellbeing', 'indices': [216, 226]}, {'text': 'WorkLifeBalance', 'indices': [230, 246]}]"
muhitreza,World,2021-01-30 16:40:54,0,"Khoyrati @narendramodi and his Cow Country officials making #Serum Mock Drills.

Director = #Adani 

#COVID 

Not Vinegar or Salaine water.

@vonderleyen @JoeBiden @AOC @JustinTrudeau @ABlinken @KamalaHarris @karinagould @harshvshringla @sajeebwazed @khaledmuhiuddin @zapalak https://t.co/ZomS4tMbfJ","[{'text': 'Serum', 'indices': [60, 66]}, {'text': 'Adani', 'indices': [92, 98]}, {'text': 'COVID', 'indices': [101, 107]}]"
NigelWrong,,2021-01-30 16:40:21,0,"@BestStephen @JustinTrudeau Here’s what I’m wondering. If the vax doesn’t stop u from getting or transmitting #COVID &amp; we don’t know 4 how long &amp; we still have 2 #MaskUp #SocialDistance #WashYourHands what r they trying to sell us? I’ll go for J&amp;J if &amp; when available,not holding my breath, &amp; #selfisolating","[{'text': 'COVID', 'indices': [110, 116]}, {'text': 'MaskUp', 'indices': [170, 177]}, {'text': 'SocialDistance', 'indices': [178, 193]}, {'text': 'WashYourHands', 'indices': [194, 208]}, {'text': 'selfisolating', 'indices': [313, 327]}]"
KingFarmer13,,2021-01-30 16:39:57,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
Robinff3,Palo Alto/San Francisco,2021-01-30 16:38:56,0,"Awesome @nytimes summary on the 67 different #vaccines in various stages of development or deployment - and how each type of vaccine works: mRNA vs Inactivated vs Protein vs others

https://t.co/jNVlQJHGPy

#COVID19Vaccines #VaccinesWork #COVID #CovidVaccine https://t.co/a1ob8lB059","[{'text': 'vaccines', 'indices': [45, 54]}, {'text': 'COVID19Vaccines', 'indices': [207, 223]}, {'text': 'VaccinesWork', 'indices': [224, 237]}, {'text': 'COVID', 'indices': [238, 244]}, {'text': 'CovidVaccine', 'indices': [245, 258]}]"
AlexBerenson,New York,2021-01-30 16:37:58,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [65, 71]}, {'text': 'Covid', 'indices': [145, 151]}]"
Colinegreen,,2021-01-30 16:37:56,4,"""My Hero is You"" - download a free book in Juba Arabic, Nuer, Dinka, Bari or English. 

A book developed by children for children to help families cope with #COVID-19.
https://t.co/Q4UAatYQ4y",[]
BidadNatalie,,2021-01-30 16:37:31,1,"Admitted to ICU for COVID19?Seeking volunteers who identify as Black, Pakistani, Bangladeshi, Indian, Mixed or other Minority Ethnicity to talk to a researcher about experiences of critical illness with COVID19. Email n.bidad@surrey.ac.uk for more information #icu #covid #bame",[]
DalbidEU,Lancashire and Europe,2021-01-30 16:37:07,3,@pritipatel I'll tell you what is deeply offending to many taxpayers. It's placing migrants into #Covid cesspits. It's plastic patriotism and bullies that offends taxpayers. It's people we pay who should have resigned or been sacked a long time ago. Just go. Take Britain back from Bigots.,"[{'text': 'Covid', 'indices': [97, 103]}]"
jumpouttherari,"Lexington, KY",2021-01-30 16:35:42,0,"If you ever lived on, visited, or were associated with Prall St. in Lexington, KY, you don’t need to worry about what’s in the #covid vaccine. #Lex #pralljects #UK @k8marschman @mikemikeborgman @jpbrophy3 @alfang3 @mctone2 @kmlest2 @rayegina @Doc_Throck @univofkentucky","[{'text': 'covid', 'indices': [127, 133]}, {'text': 'Lex', 'indices': [143, 147]}, {'text': 'pralljects', 'indices': [148, 159]}, {'text': 'UK', 'indices': [160, 163]}]"
alpdavies,"Hertfordshire, England",2021-01-30 16:35:34,1,"Our museums are collecting #COVID stories and artefacts to reflect Hertsmere's experiences of the #pandemic and #lockdown. 
It could be diaries, photographs or kids paintings - anything! 
Find out how you can get involved: https://t.co/V2joNVsfHs #CollectingCOVID #Hertsmere https://t.co/oTUU19st7L","[{'text': 'COVID', 'indices': [44, 50]}, {'text': 'pandemic', 'indices': [115, 124]}, {'text': 'lockdown', 'indices': [129, 138]}]"
eastbkmutualaid,East Brooklyn,2021-01-30 16:35:04,0,"Your #EBMA neighbors will be heading out for food deliver today. Give them a wave if you see them!👋🏿

If you would like to volunteer or sign up to receive food deliveries click on the link in our bio for more info.  #mutualaid #eastbrooklyn #brownsville #cypress #oceanhill #COVID https://t.co/5KVXoOJW8j","[{'text': 'EBMA', 'indices': [5, 10]}, {'text': 'mutualaid', 'indices': [216, 226]}, {'text': 'eastbrooklyn', 'indices': [227, 240]}, {'text': 'brownsville', 'indices': [241, 253]}, {'text': 'cypress', 'indices': [254, 262]}, {'text': 'oceanhill', 'indices': [263, 273]}, {'text': 'COVID', 'indices': [274, 280]}]"
HertsmereBC,"Borehamwood, Herts",2021-01-30 16:35:04,1,"Our museums are collecting #COVID stories and artefacts to reflect Hertsmere's experiences of the #pandemic and #lockdown. 
It could be diaries, photographs or kids paintings - anything! 
Find out how you can get involved: https://t.co/V2joNVsfHs #CollectingCOVID #Hertsmere https://t.co/oTUU19st7L","[{'text': 'COVID', 'indices': [27, 33]}, {'text': 'pandemic', 'indices': [98, 107]}, {'text': 'lockdown', 'indices': [112, 121]}, {'text': 'CollectingCOVID', 'indices': [247, 263]}, {'text': 'Hertsmere', 'indices': [264, 274]}]"
KrisGibson13,Somerset UK,2021-01-30 16:34:56,4,"@Keir_Starmer @YvetteCooperMP @angelaeagle
@EmilyThornberry
I am incredibly angry that Labour continues to IGNORE the PENSION CRISES during #covid of #50sWomen 

Many destitute or in low paid FRONTLINE jobs

VERY Vulnerable due to age/illness
WHY IS LABOUR IGNORING US? #BackTo60 https://t.co/qZzWk4aPV7",[]
kittykatrollins,Birmingham,2021-01-30 16:33:56,0,"noticed a change in the way things smelt a few weeks ago, thought I just had a cold, or I was tired. Then noticed things tasted funny like a metallic taste. Foods I previously enjoyed, now taste weird.  One too many bangs to the nose by the dog or an effect of #covid  #parosmia","[{'text': 'covid', 'indices': [261, 267]}, {'text': 'parosmia', 'indices': [269, 278]}]"
unicefssudan,"Juba, South Sudan",2021-01-30 16:32:00,4,"""My Hero is You"" - download a free book in Juba Arabic, Nuer, Dinka, Bari or English. 

A book developed by children for children to help families cope with #COVID-19.
https://t.co/Q4UAatYQ4y","[{'text': 'COVID', 'indices': [157, 163]}]"
SSPAEvents,"Stafford, England",2021-01-30 16:30:21,0,"CREWE Gotta Dance 2021 
WEDNESDAY 16TH JUNE 
Crewe Lyceum Theatre - All ages. 
email admin@sspa-events.com or 07793891029 
https://t.co/iiqsKHXdSF
#Crewe #Dance #Show #Street #Ballet  #Theatre #MusicalTheatre  #Showcase #Cheshire #Schools #DanceGroups #2021  #Covid Free https://t.co/W1VzuPslt9","[{'text': 'Crewe', 'indices': [147, 153]}, {'text': 'Dance', 'indices': [154, 160]}, {'text': 'Show', 'indices': [161, 166]}, {'text': 'Street', 'indices': [167, 174]}, {'text': 'Ballet', 'indices': [175, 182]}, {'text': 'Theatre', 'indices': [184, 192]}, {'text': 'MusicalTheatre', 'indices': [193, 208]}, {'text': 'Showcase', 'indices': [210, 219]}, {'text': 'Cheshire', 'indices': [220, 229]}, {'text': 'Schools', 'indices': [230, 238]}, {'text': 'DanceGroups', 'indices': [239, 251]}, {'text': 'Covid', 'indices': [259, 265]}]"
kingcrankypants,"South Carolina, USA",2021-01-30 16:29:12,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
jjjaanki,"Mumbai, India",2021-01-30 16:28:54,21,Don’t insult us in Dubai as a people. We know how to stay safe. Don’t preach to the converted. Perhaps you should focus on your homeland where the situation is out of control. Preach there. #COVID-19  #comment @mehermurshed https://t.co/wbpTFIpGmU,[]
PaulTStockwell,"Las Vegas, NV",2021-01-30 16:27:22,0,"I remember as a Quartermaster in the US Army, our regiment would manage mortuary affairs, does the Army still have these MOS's or similar? #ARMY #COVID #SARSCoV2 #92M","[{'text': 'ARMY', 'indices': [139, 144]}, {'text': 'COVID', 'indices': [145, 151]}, {'text': 'SARSCoV2', 'indices': [152, 161]}, {'text': '92M', 'indices': [162, 166]}]"
canucklaw1,Covid Internment Camp,2021-01-30 16:26:19,3,"@fordnation Tests are not able to PROVE the presence of #Covid or #SarsCov2 (never isolated so can't possibly have variants) and any such actions and consequences thereof will not hold up in court.
#Deception and #Lies","[{'text': 'Covid', 'indices': [71, 77]}, {'text': 'SarsCov2', 'indices': [81, 90]}]"
DignanCelia,,2021-01-30 16:24:30,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
surveyorX,🇨🇦 Canada,2021-01-30 16:22:55,3,"@fordnation Tests are not able to PROVE the presence of #Covid or #SarsCov2 (never isolated so can't possibly have variants) and any such actions and consequences thereof will not hold up in court.
#Deception and #Lies","[{'text': 'Covid', 'indices': [56, 62]}, {'text': 'SarsCov2', 'indices': [66, 75]}, {'text': 'Deception', 'indices': [198, 208]}, {'text': 'Lies', 'indices': [213, 218]}]"
CovidIndiaSeva,India,2021-01-30 16:22:00,0,"Kindly share your itinerary with @CSMIA_Official 022 66851010, @DelhiAirport 0124 4797300/ 6838410 or #AirIndia Customer Care 0124-2641407, 020-26231407 for assistance. 

#COVID19 #COVID_19 #COVID__19 #COVID #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia https://t.co/O5MZ0B1K6i","[{'text': 'AirIndia', 'indices': [102, 111]}, {'text': 'COVID19', 'indices': [171, 179]}, {'text': 'COVID_19', 'indices': [180, 189]}, {'text': 'COVID__19', 'indices': [190, 200]}, {'text': 'COVID', 'indices': [201, 207]}, {'text': 'COVIDー19', 'indices': [208, 217]}, {'text': 'COVID19India', 'indices': [218, 231]}, {'text': 'Corona', 'indices': [232, 239]}, {'text': 'coronavirus', 'indices': [240, 252]}, {'text': 'CoronavirusIndia', 'indices': [253, 270]}]"
wils82,weston super mare ,2021-01-30 16:16:51,0,Is it me or people finally getting pissed off with having restrictions in place for near a year and still no signs of easing them 🤷‍♂️ #COVID #COVID19 #coronavirus,"[{'text': 'COVID', 'indices': [135, 141]}, {'text': 'COVID19', 'indices': [142, 150]}, {'text': 'coronavirus', 'indices': [151, 163]}]"
PaulTStockwell,"Las Vegas, NV",2021-01-30 16:15:18,0,@WhiteHouse @fema @FacesOfCOVID and whoever else feels this relates to them and or can help. #COVID #SARSCoV2 #COVID https://t.co/pR2lXPSbrp,"[{'text': 'COVID', 'indices': [93, 99]}, {'text': 'SARSCoV2', 'indices': [100, 109]}, {'text': 'COVID', 'indices': [110, 116]}]"
Atlmike4,"Atlanta, GA",2021-01-30 16:13:43,0,"They know the masses and their Etch A Sketch memory won't remember any promises. The media, especially National People's Radio, won't hold them accountable or ask any follow-up. Good luck if you have faith in big pharma not to harm ya, go get your 1st of many shots. #covid https://t.co/IxJPDzSzsp","[{'text': 'covid', 'indices': [267, 273]}]"
benstahl3,,2021-01-30 16:12:12,5,"@uTobian Dr. Hooman Noorchashm says FDA, Pfizer + Moderna must consider danger #COVID #vaccines pose to recently convalescent or asymptomatic carriers of SARS-CoV-2—especially the elderly, frail or anyone with significant cardiovascular risk factors. #TheDefender 

https://t.co/1nxQiXdk6c","[{'text': 'COVID', 'indices': [93, 99]}, {'text': 'vaccines', 'indices': [100, 109]}]"
Paps44984120,"England, United Kingdom",2021-01-30 16:11:54,0,@WHO Unfortunately the way the EU is treating AstraZeneca who is producing the vaccine at cost &amp; not profit will mean the end to vaccines being produced this way. No company will want to produce it at such low cost again or want this treatment #EU #Covid #CovidVaccine,"[{'text': 'EU', 'indices': [248, 251]}, {'text': 'Covid', 'indices': [252, 258]}, {'text': 'CovidVaccine', 'indices': [259, 272]}]"
DJDhubaibi,,2021-01-30 16:09:14,5,"Sensitizing #children &amp; #mothers is essential especially in the time of #COVID.

Through @UNICEFC4D mother to mother clubs, we are able to reach #children &amp; #mothers and educate them on lifesaving hygiene practices to avoid contracting #COVID19 or any other diseases. https://t.co/esgWZAvwl3","[{'text': 'children', 'indices': [30, 39]}, {'text': 'mothers', 'indices': [46, 54]}, {'text': 'COVID', 'indices': [94, 100]}]"
oromariposa06,Somewhere FUN!,2021-01-30 16:09:09,1,WHAT ABOUT the undocumented forced to live in the shadows? In order to get vaccinated/tested  you or must show an ID! Testing and TREATMENT for #COVID 19 MUST BE BLIND! Available to ALL or the PANDEMIC continues! #MedicareForAll the same! https://t.co/688mfg5sP4,"[{'text': 'COVID', 'indices': [144, 150]}, {'text': 'MedicareForAll', 'indices': [213, 228]}]"
davwain1,,2021-01-30 16:01:57,0,"@violet6464 @JimmyMac2021 @talk2oleary @CP24 @fordnation @AnnamiePaul @CanadianGreens @ONgov @MikeSchreiner @OntarioGreens @macleans (2/) among the worst in the world, may be an overdramatization particularly considering the proximity of this country to the contiguous #US, known for having reported more deaths from #Covid (over 400,000 at this point) than any other country or autonomous territory in the world.","[{'text': 'US', 'indices': [269, 272]}, {'text': 'Covid', 'indices': [317, 323]}]"
LibramoonSnoopy,,2021-01-30 16:01:08,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
lupusLEAP,,2021-01-30 16:00:24,0,"Enrollment for Obamacare Opens Feb 15th !
Byllye Avery believed that #healthcare is a right that should be afforded to all Americans, including Black women, who too often find themselves under or uninsured. @blkwomenshealth 

#bwhipolicy #covid #riseforrare  #epilepsyequity https://t.co/YNqzaOWrR7","[{'text': 'healthcare', 'indices': [69, 80]}, {'text': 'bwhipolicy', 'indices': [226, 237]}, {'text': 'covid', 'indices': [238, 244]}, {'text': 'riseforrare', 'indices': [245, 257]}, {'text': 'epilepsyequity', 'indices': [259, 274]}]"
DMSpinharney,,2021-01-30 15:59:15,57,More of this please @MSNBC! We have @jonfavs on with @chrislhayes talking about the new @crookedmedia poll. You can learn more about the poll which shows wide support for @JoeBiden going big on #Covid on @PodSaveAmerica podcast https://t.co/sHPDwPFakA,[]
kirklsp,Chicago,2021-01-30 15:58:56,0,"Kudos to U. of Illinois - COVID protocols praised, copied for new semester after campus saw no hospitalizations or deaths in the fall - Chicago Sun-Times. #covid #vaccine #findabetterway  https://t.co/tn90DoovRc","[{'text': 'covid', 'indices': [155, 161]}, {'text': 'vaccine', 'indices': [162, 170]}, {'text': 'findabetterway', 'indices': [171, 186]}]"
GigetsMom,"Springfield, MO",2021-01-30 15:57:50,2,"#moleg should ensure that sabotaging vaccine supply is a clear criminal act with severe penalties in #Missouri

Do not waste or destroy #covid vaccines.  @GovParsonMO &amp; Williams must be held accountable for accurate inventory &amp; its administering &amp; protection.

#transparency https://t.co/CM7czxKb9r","[{'text': 'moleg', 'indices': [12, 18]}, {'text': 'Missouri', 'indices': [113, 122]}]"
nspector4,"Victoria, BC",2021-01-30 15:57:31,1,"Fauci and others: J&amp;J result is excellent: high barrier to serious #Covid_19 illness, full protection vs death or even hospitalization. I’m glad I was in the trial. Will soon know if I got placebo, soon get #vax if I did. #vaccine #vaccination #Covid  https://t.co/bbdRvFUFKn","[{'text': 'Covid_19', 'indices': [89, 98]}]"
CleGirl17,"Ohio, USA",2021-01-30 15:55:06,2,".@andrewcuomo shrug on NY #COVID deaths sounds familiar: ""It’s not about pointing fingers or blame, it’s that this became a political football, right? Look, whether a person died in a hospital or died in a nursing home…people died."" In other words, what difference does it make?","[{'text': 'COVID', 'indices': [38, 44]}]"
smoore1966,USA,2021-01-30 15:52:26,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
